"ID";"RegioS";"Perioden";"TotaleBevolking_1";"Code_289";"Naam_290"
"1654";"GM0358";"1997JJ00";"   22284";"PV27      ";"Noord-Holland                                     "
"1655";"GM0358";"1998JJ00";"   22600";"PV27      ";"Noord-Holland                                     "
"1656";"GM0358";"1999JJ00";"   22513";"PV27      ";"Noord-Holland                                     "
"1657";"GM0358";"2000JJ00";"   22461";"PV27      ";"Noord-Holland                                     "
"1658";"GM0358";"2001JJ00";"   22662";"PV27      ";"Noord-Holland                                     "
"1659";"GM0358";"2002JJ00";"   22786";"PV27      ";"Noord-Holland                                     "
"1660";"GM0358";"2003JJ00";"   22839";"PV27      ";"Noord-Holland                                     "
"1661";"GM0358";"2004JJ00";"   22915";"PV27      ";"Noord-Holland                                     "
"1662";"GM0358";"2005JJ00";"   23296";"PV27      ";"Noord-Holland                                     "
"1663";"GM0358";"2006JJ00";"   24145";"PV27      ";"Noord-Holland                                     "
"1664";"GM0358";"2007JJ00";"   25019";"PV27      ";"Noord-Holland                                     "
"1665";"GM0358";"2008JJ00";"   26386";"PV27      ";"Noord-Holland                                     "
"1666";"GM0358";"2009JJ00";"   28006";"PV27      ";"Noord-Holland                                     "
"1667";"GM0358";"2010JJ00";"   29187";"PV27      ";"Noord-Holland                                     "
"1668";"GM0358";"2011JJ00";"   30189";"PV27      ";"Noord-Holland                                     "
"1669";"GM0358";"2012JJ00";"   30364";"PV27      ";"Noord-Holland                                     "
"1670";"GM0358";"2013JJ00";"   30618";"PV27      ";"Noord-Holland                                     "
"1671";"GM0358";"2014JJ00";"   30759";"PV27      ";"Noord-Holland                                     "
"1672";"GM0358";"2015JJ00";"   31077";"PV27      ";"Noord-Holland                                     "
"1673";"GM0358";"2016JJ00";"   31299";"PV27      ";"Noord-Holland                                     "
"1674";"GM0358";"2017JJ00";"   31373";"PV27      ";"Noord-Holland                                     "
"1675";"GM0358";"2018JJ00";"   31499";"PV27      ";"Noord-Holland                                     "
"1676";"GM0358";"2019JJ00";"   31728";"PV27      ";"Noord-Holland                                     "
"1677";"GM0358";"2020JJ00";"   31859";"PV27      ";"Noord-Holland                                     "
"1678";"GM0358";"2021JJ00";"   31991";"PV27      ";"Noord-Holland                                     "
"1679";"GM0358";"2022JJ00";"   32452";"PV27      ";"Noord-Holland                                     "
"1680";"GM0197";"1995JJ00";"   18469";"PV25      ";"Gelderland                                        "
"1681";"GM0197";"1996JJ00";"   18546";"PV25      ";"Gelderland                                        "
"1682";"GM0197";"1997JJ00";"   18638";"PV25      ";"Gelderland                                        "
"1683";"GM0197";"1998JJ00";"   18782";"PV25      ";"Gelderland                                        "
"1684";"GM0197";"1999JJ00";"   18713";"PV25      ";"Gelderland                                        "
"1685";"GM0197";"2000JJ00";"   18699";"PV25      ";"Gelderland                                        "
"1686";"GM0197";"2001JJ00";"   18773";"PV25      ";"Gelderland                                        "
"1687";"GM0197";"2002JJ00";"   18811";"PV25      ";"Gelderland                                        "
"1688";"GM0197";"2003JJ00";"   18855";"PV25      ";"Gelderland                                        "
"1689";"GM0197";"2004JJ00";"   18998";"PV25      ";"Gelderland                                        "
"1690";"GM0197";"2005JJ00";"   27446";"PV25      ";"Gelderland                                        "
"1691";"GM0197";"2006JJ00";"   27476";"PV25      ";"Gelderland                                        "
"1692";"GM0197";"2007JJ00";"   27570";"PV25      ";"Gelderland                                        "
"1693";"GM0197";"2008JJ00";"   27568";"PV25      ";"Gelderland                                        "
"1694";"GM0197";"2009JJ00";"   27447";"PV25      ";"Gelderland                                        "
"1695";"GM0197";"2010JJ00";"   27500";"PV25      ";"Gelderland                                        "
"1696";"GM0197";"2011JJ00";"   27439";"PV25      ";"Gelderland                                        "
"1697";"GM0197";"2012JJ00";"   27305";"PV25      ";"Gelderland                                        "
"1698";"GM0197";"2013JJ00";"   27082";"PV25      ";"Gelderland                                        "
"1699";"GM0197";"2014JJ00";"   27013";"PV25      ";"Gelderland                                        "
